0.000000000000000000e+00 1.330000000000000000e+02
1.330000000000000000e+02 1.330000000000000000e+02
2.660000000000000000e+02 1.330000000000000000e+02
3.990000000000000000e+02 1.330000000000000000e+02
5.320000000000000000e+02 1.330000000000000000e+02
6.650000000000000000e+02 1.330000000000000000e+02
7.980000000000000000e+02 1.330000000000000000e+02
9.310000000000000000e+02 1.330000000000000000e+02
1.064000000000000000e+03 1.330000000000000000e+02
1.197000000000000000e+03 1.330000000000000000e+02
1.330000000000000000e+03 1.330000000000000000e+02
1.463000000000000000e+03 1.330000000000000000e+02
1.596000000000000000e+03 1.330000000000000000e+02
1.729000000000000000e+03 1.330000000000000000e+02
1.862000000000000000e+03 1.330000000000000000e+02
1.995000000000000000e+03 1.330000000000000000e+02
2.128000000000000000e+03 1.330000000000000000e+02
2.261000000000000000e+03 1.330000000000000000e+02
2.394000000000000000e+03 1.330000000000000000e+02
2.527000000000000000e+03 1.330000000000000000e+02
2.660000000000000000e+03 1.330000000000000000e+02
2.793000000000000000e+03 1.330000000000000000e+02
2.926000000000000000e+03 1.330000000000000000e+02
3.059000000000000000e+03 1.330000000000000000e+02
3.192000000000000000e+03 1.330000000000000000e+02
3.325000000000000000e+03 1.330000000000000000e+02
3.458000000000000000e+03 1.330000000000000000e+02
3.591000000000000000e+03 1.330000000000000000e+02
3.724000000000000000e+03 1.330000000000000000e+02
3.857000000000000000e+03 1.330000000000000000e+02
3.990000000000000000e+03 1.330000000000000000e+02
4.123000000000000000e+03 1.330000000000000000e+02
4.256000000000000000e+03 1.330000000000000000e+02
4.389000000000000000e+03 1.330000000000000000e+02
4.522000000000000000e+03 1.330000000000000000e+02
4.655000000000000000e+03 1.330000000000000000e+02
4.788000000000000000e+03 1.330000000000000000e+02
4.921000000000000000e+03 1.330000000000000000e+02
5.054000000000000000e+03 1.330000000000000000e+02
5.187000000000000000e+03 1.330000000000000000e+02
5.320000000000000000e+03 1.330000000000000000e+02
5.453000000000000000e+03 1.330000000000000000e+02
5.586000000000000000e+03 1.330000000000000000e+02
5.719000000000000000e+03 1.330000000000000000e+02
5.852000000000000000e+03 1.330000000000000000e+02
5.985000000000000000e+03 1.330000000000000000e+02
6.118000000000000000e+03 1.330000000000000000e+02
6.251000000000000000e+03 1.330000000000000000e+02
6.384000000000000000e+03 1.330000000000000000e+02
6.517000000000000000e+03 1.330000000000000000e+02
6.650000000000000000e+03 1.330000000000000000e+02
6.783000000000000000e+03 1.330000000000000000e+02
6.916000000000000000e+03 1.330000000000000000e+02
7.049000000000000000e+03 1.330000000000000000e+02
7.182000000000000000e+03 1.330000000000000000e+02
7.315000000000000000e+03 1.330000000000000000e+02
7.448000000000000000e+03 1.330000000000000000e+02
7.581000000000000000e+03 1.330000000000000000e+02
7.714000000000000000e+03 1.330000000000000000e+02
7.847000000000000000e+03 1.330000000000000000e+02
7.980000000000000000e+03 1.330000000000000000e+02
8.113000000000000000e+03 1.330000000000000000e+02
8.246000000000000000e+03 1.330000000000000000e+02
8.379000000000000000e+03 1.330000000000000000e+02
8.512000000000000000e+03 1.330000000000000000e+02
8.645000000000000000e+03 1.330000000000000000e+02
8.778000000000000000e+03 1.330000000000000000e+02
8.911000000000000000e+03 1.330000000000000000e+02
9.044000000000000000e+03 1.330000000000000000e+02
9.177000000000000000e+03 1.330000000000000000e+02
9.310000000000000000e+03 1.330000000000000000e+02
9.443000000000000000e+03 1.330000000000000000e+02
9.576000000000000000e+03 1.330000000000000000e+02
9.709000000000000000e+03 1.330000000000000000e+02
9.842000000000000000e+03 1.330000000000000000e+02
9.975000000000000000e+03 1.330000000000000000e+02
1.010800000000000000e+04 1.330000000000000000e+02
1.024100000000000000e+04 1.330000000000000000e+02
1.037400000000000000e+04 1.330000000000000000e+02
1.050700000000000000e+04 1.330000000000000000e+02
1.064000000000000000e+04 1.330000000000000000e+02
1.077300000000000000e+04 1.330000000000000000e+02
1.090600000000000000e+04 1.330000000000000000e+02
1.103900000000000000e+04 1.330000000000000000e+02
1.117200000000000000e+04 1.330000000000000000e+02
1.130500000000000000e+04 1.330000000000000000e+02
1.143800000000000000e+04 1.330000000000000000e+02
1.157100000000000000e+04 1.330000000000000000e+02
1.170400000000000000e+04 1.330000000000000000e+02
1.183700000000000000e+04 1.330000000000000000e+02
1.197000000000000000e+04 1.330000000000000000e+02
1.210300000000000000e+04 1.330000000000000000e+02
1.223600000000000000e+04 1.330000000000000000e+02
1.236900000000000000e+04 1.330000000000000000e+02
1.250200000000000000e+04 1.330000000000000000e+02
1.263500000000000000e+04 1.330000000000000000e+02
1.276800000000000000e+04 1.330000000000000000e+02
1.290100000000000000e+04 1.330000000000000000e+02
1.303400000000000000e+04 1.330000000000000000e+02
1.316700000000000000e+04 1.330000000000000000e+02
1.330000000000000000e+04 1.330000000000000000e+02
1.343300000000000000e+04 1.330000000000000000e+02
1.356600000000000000e+04 1.330000000000000000e+02
1.369900000000000000e+04 1.330000000000000000e+02
1.383200000000000000e+04 1.330000000000000000e+02
1.396500000000000000e+04 1.330000000000000000e+02
1.409800000000000000e+04 1.330000000000000000e+02
1.423100000000000000e+04 1.330000000000000000e+02
1.436400000000000000e+04 1.330000000000000000e+02
1.449700000000000000e+04 1.330000000000000000e+02
1.463000000000000000e+04 1.330000000000000000e+02
1.476300000000000000e+04 1.330000000000000000e+02
1.489600000000000000e+04 1.330000000000000000e+02
1.502900000000000000e+04 1.330000000000000000e+02
1.516200000000000000e+04 1.330000000000000000e+02
1.529500000000000000e+04 1.330000000000000000e+02
1.542800000000000000e+04 1.330000000000000000e+02
1.556100000000000000e+04 1.330000000000000000e+02
1.569400000000000000e+04 1.330000000000000000e+02
1.582700000000000000e+04 1.330000000000000000e+02
1.596000000000000000e+04 1.330000000000000000e+02
1.609300000000000000e+04 1.330000000000000000e+02
1.622600000000000000e+04 1.330000000000000000e+02
1.635900000000000000e+04 1.330000000000000000e+02
1.649200000000000000e+04 1.330000000000000000e+02
1.662500000000000000e+04 1.330000000000000000e+02
1.675800000000000000e+04 1.330000000000000000e+02
1.689100000000000000e+04 1.330000000000000000e+02
1.702400000000000000e+04 1.330000000000000000e+02
1.715700000000000000e+04 1.330000000000000000e+02
1.729000000000000000e+04 1.330000000000000000e+02
1.742300000000000000e+04 1.330000000000000000e+02
1.755600000000000000e+04 1.330000000000000000e+02
1.768900000000000000e+04 1.330000000000000000e+02
1.782200000000000000e+04 1.330000000000000000e+02
1.795500000000000000e+04 1.330000000000000000e+02
1.808800000000000000e+04 1.330000000000000000e+02
1.822100000000000000e+04 1.330000000000000000e+02
1.835400000000000000e+04 1.330000000000000000e+02
1.848700000000000000e+04 1.330000000000000000e+02
1.862000000000000000e+04 1.330000000000000000e+02
1.875300000000000000e+04 1.330000000000000000e+02
1.888600000000000000e+04 1.330000000000000000e+02
1.901900000000000000e+04 1.330000000000000000e+02
1.915200000000000000e+04 1.330000000000000000e+02
1.928500000000000000e+04 1.330000000000000000e+02
1.941800000000000000e+04 1.330000000000000000e+02
1.955100000000000000e+04 1.330000000000000000e+02
1.968400000000000000e+04 1.330000000000000000e+02
1.981700000000000000e+04 1.330000000000000000e+02
1.995000000000000000e+04 1.330000000000000000e+02
2.008300000000000000e+04 1.330000000000000000e+02
2.021600000000000000e+04 1.330000000000000000e+02
2.034900000000000000e+04 1.330000000000000000e+02
2.048200000000000000e+04 1.330000000000000000e+02
2.061500000000000000e+04 1.330000000000000000e+02
2.074800000000000000e+04 1.330000000000000000e+02
2.088100000000000000e+04 1.330000000000000000e+02
2.101400000000000000e+04 1.330000000000000000e+02
2.114700000000000000e+04 1.330000000000000000e+02
2.128000000000000000e+04 1.330000000000000000e+02
2.141300000000000000e+04 1.330000000000000000e+02
2.154600000000000000e+04 1.330000000000000000e+02
2.167900000000000000e+04 1.330000000000000000e+02
2.181200000000000000e+04 1.330000000000000000e+02
2.194500000000000000e+04 1.330000000000000000e+02
2.207800000000000000e+04 1.330000000000000000e+02
2.221100000000000000e+04 1.330000000000000000e+02
2.234400000000000000e+04 1.330000000000000000e+02
2.247700000000000000e+04 1.330000000000000000e+02
2.261000000000000000e+04 1.330000000000000000e+02
